support_success,pattern,support_failure,ratio
21.0,"[29, 25, 4]",13.0,1.5714285714285714
21.0,"[12, 43, 68]",13.0,1.5714285714285714
32.0,"[34, 70, 55]",20.0,1.5714285714285714
21.0,"[27, 29, 8]",13.0,1.5714285714285714
21.0,"[20, 32, 33]",13.0,1.5714285714285714
32.0,"[0, 4, 48]",20.0,1.5714285714285714
21.0,"[29, 0, 12]",13.0,1.5714285714285714
21.0,"[69, 58, 50]",13.0,1.5714285714285714
21.0,"[50, 29, 29]",13.0,1.5714285714285714
43.0,"[70, 29, 25]",27.0,1.5714285714285714
21.0,"[48, 34, 25]",13.0,1.5714285714285714
21.0,"[14, 26, 27]",13.0,1.5714285714285714
43.0,"[12, 48, 29]",27.0,1.5714285714285714
32.0,"[17, 69, 28]",20.0,1.5714285714285714
21.0,"[13, 8, 13]",13.0,1.5714285714285714
21.0,"[25, 70, 13]",13.0,1.5714285714285714
21.0,"[3, 10, 49]",13.0,1.5714285714285714
21.0,"[14, 0, 50]",13.0,1.5714285714285714
43.0,"[0, 35, 70]",27.0,1.5714285714285714
32.0,"[53, 58, 33]",20.0,1.5714285714285714
43.0,"[29, 25, 70]",27.0,1.5714285714285714
32.0,"[33, 37, 0]",20.0,1.5714285714285714
21.0,"[12, 26, 18]",13.0,1.5714285714285714
21.0,"[42, 6, 59]",13.0,1.5714285714285714
21.0,"[69, 6, 59]",13.0,1.5714285714285714
43.0,"[27, 29, 25]",27.0,1.5714285714285714
21.0,"[48, 56, 69]",13.0,1.5714285714285714
21.0,"[20, 26, 18]",13.0,1.5714285714285714
32.0,"[51, 34, 55]",20.0,1.5714285714285714
21.0,"[14, 50, 0]",13.0,1.5714285714285714
43.0,"[8, 70, 29]",27.0,1.5714285714285714
21.0,"[53, 54, 53]",13.0,1.5714285714285714
21.0,"[43, 68, 70]",13.0,1.5714285714285714
32.0,"[69, 29, 7]",20.0,1.5714285714285714
21.0,"[25, 18, 4]",13.0,1.5714285714285714
21.0,"[53, 6, 50]",13.0,1.5714285714285714
43.0,"[69, 29, 69]",27.0,1.5714285714285714
21.0,"[53, 31, 29]",13.0,1.5714285714285714
43.0,"[70, 28, 69]",27.0,1.5714285714285714
21.0,"[31, 8, 29]",13.0,1.5714285714285714
21.0,"[31, 6, 28]",13.0,1.5714285714285714
32.0,"[13, 51, 18]",20.0,1.5714285714285714
21.0,"[11, 70, 25]",13.0,1.5714285714285714
21.0,"[18, 55, 29]",13.0,1.5714285714285714
21.0,"[13, 7, 37]",13.0,1.5714285714285714
32.0,"[6, 58, 48]",20.0,1.5714285714285714
43.0,"[0, 35]",27.0,1.5714285714285714
21.0,"[68, 35, 48]",13.0,1.5714285714285714
21.0,"[51, 43, 4]",13.0,1.5714285714285714
21.0,"[37, 49, 17]",13.0,1.5714285714285714
21.0,"[42, 58, 50]",13.0,1.5714285714285714
32.0,"[29, 7]",20.0,1.5714285714285714
21.0,"[26, 6, 0]",13.0,1.5714285714285714
21.0,"[14, 48, 32]",13.0,1.5714285714285714
32.0,"[56, 70, 49]",20.0,1.5714285714285714
21.0,"[18, 37, 26]",13.0,1.5714285714285714
32.0,"[13, 28, 55]",20.0,1.5714285714285714
21.0,"[18, 10, 51]",13.0,1.5714285714285714
21.0,"[54, 4, 0]",13.0,1.5714285714285714
32.0,"[25, 69, 48]",20.0,1.5714285714285714
32.0,"[14, 13, 54]",20.0,1.5714285714285714
21.0,"[33, 26, 18]",13.0,1.5714285714285714
32.0,"[69, 69, 7]",20.0,1.5714285714285714
21.0,"[53, 57, 25]",13.0,1.5714285714285714
43.0,"[28, 29, 70]",27.0,1.5714285714285714
21.0,"[42, 56, 51]",13.0,1.5714285714285714
21.0,"[18, 10, 12]",13.0,1.5714285714285714
32.0,"[0, 0, 54]",20.0,1.5714285714285714
32.0,"[42, 56, 49]",20.0,1.5714285714285714
32.0,"[12, 6, 37]",20.0,1.5714285714285714
21.0,"[33, 32, 35]",13.0,1.5714285714285714
21.0,"[37, 32, 69]",13.0,1.5714285714285714
21.0,"[17, 34, 32]",13.0,1.5714285714285714
32.0,"[48, 29, 0]",20.0,1.5714285714285714
43.0,"[70, 6, 48]",27.0,1.5714285714285714
21.0,"[14, 58, 58]",13.0,1.5714285714285714
21.0,"[56, 6, 25]",13.0,1.5714285714285714
21.0,"[70, 53, 42]",13.0,1.5714285714285714
21.0,"[35, 58, 35]",13.0,1.5714285714285714
21.0,"[8, 4, 27]",13.0,1.5714285714285714
43.0,"[42, 29, 69]",27.0,1.5714285714285714
32.0,"[33, 33, 25]",20.0,1.5714285714285714
21.0,"[12, 56, 51]",13.0,1.5714285714285714
32.0,"[17, 7]",20.0,1.5714285714285714
21.0,"[13, 58, 26]",13.0,1.5714285714285714
21.0,"[37, 48, 49]",13.0,1.5714285714285714
32.0,"[12, 56, 49]",20.0,1.5714285714285714
21.0,"[6, 58, 59]",13.0,1.5714285714285714
21.0,"[69, 56, 51]",13.0,1.5714285714285714
21.0,"[0, 57, 17]",13.0,1.5714285714285714
32.0,"[25, 27, 0]",20.0,1.5714285714285714
32.0,"[69, 56, 27]",20.0,1.5714285714285714
21.0,"[8, 7, 37]",13.0,1.5714285714285714
43.0,"[69, 27, 35]",27.0,1.5714285714285714
21.0,"[51, 68, 27]",13.0,1.5714285714285714
21.0,"[11, 25, 70]",13.0,1.5714285714285714
21.0,"[25, 4, 17]",13.0,1.5714285714285714
21.0,"[13, 27, 13]",13.0,1.5714285714285714
21.0,"[56, 51]",13.0,1.5714285714285714
21.0,"[53, 31, 70]",13.0,1.5714285714285714
21.0,"[13, 13, 50]",13.0,1.5714285714285714
21.0,"[53, 7, 37]",13.0,1.5714285714285714
43.0,"[69, 69, 12]",27.0,1.5714285714285714
21.0,"[49, 55, 29]",13.0,1.5714285714285714
21.0,"[42, 27, 14]",13.0,1.5714285714285714
21.0,"[51, 43, 18]",13.0,1.5714285714285714
32.0,"[18, 0, 55]",20.0,1.5714285714285714
32.0,"[42, 29, 7]",20.0,1.5714285714285714
32.0,"[48, 29, 29]",20.0,1.5714285714285714
21.0,"[20, 20, 28]",13.0,1.5714285714285714
21.0,"[58, 25, 37]",13.0,1.5714285714285714
21.0,"[14, 50, 54]",13.0,1.5714285714285714
21.0,"[0, 10, 32]",13.0,1.5714285714285714
21.0,"[6, 59]",13.0,1.5714285714285714
21.0,"[14, 25, 60]",13.0,1.5714285714285714
32.0,"[42, 17, 7]",20.0,1.5714285714285714
21.0,"[53, 27, 13]",13.0,1.5714285714285714
21.0,"[43, 26, 4]",13.0,1.5714285714285714
21.0,"[10, 37, 55]",13.0,1.5714285714285714
32.0,"[29, 6, 37]",20.0,1.5714285714285714
21.0,"[12, 31, 56]",13.0,1.5714285714285714
21.0,"[12, 8, 14]",13.0,1.5714285714285714
32.0,"[34, 18, 27]",20.0,1.5714285714285714
43.0,"[28, 69]",27.0,1.5714285714285714
32.0,"[34, 34, 25]",20.0,1.5714285714285714
21.0,"[10, 56, 51]",13.0,1.5714285714285714
21.0,"[10, 69, 18]",13.0,1.5714285714285714
21.0,"[29, 57, 17]",13.0,1.5714285714285714
21.0,"[54, 27, 56]",13.0,1.5714285714285714
21.0,"[27, 11, 56]",13.0,1.5714285714285714
21.0,"[54, 18, 56]",13.0,1.5714285714285714
21.0,"[42, 43, 68]",13.0,1.5714285714285714
21.0,"[69, 14, 1]",13.0,1.5714285714285714
43.0,"[32, 29, 25]",27.0,1.5714285714285714
21.0,"[51, 31, 10]",13.0,1.5714285714285714
21.0,"[43, 26, 0]",13.0,1.5714285714285714
21.0,"[10, 20, 6]",13.0,1.5714285714285714
32.0,"[70, 10, 49]",20.0,1.5714285714285714
32.0,"[12, 14, 37]",20.0,1.5714285714285714
21.0,"[43, 37, 4]",13.0,1.5714285714285714
43.0,"[18, 8, 25]",27.0,1.5714285714285714
21.0,"[25, 58, 54]",13.0,1.5714285714285714
21.0,"[57, 29, 70]",13.0,1.5714285714285714
21.0,"[14, 33, 8]",13.0,1.5714285714285714
32.0,"[14, 34, 69]",20.0,1.5714285714285714
21.0,"[7, 56, 54]",13.0,1.5714285714285714
21.0,"[29, 56, 50]",13.0,1.5714285714285714
43.0,"[42, 17, 33]",27.0,1.5714285714285714
21.0,"[68, 17, 28]",13.0,1.5714285714285714
32.0,"[29, 4, 48]",20.0,1.5714285714285714
21.0,"[29, 6, 59]",13.0,1.5714285714285714
21.0,"[4, 6, 55]",13.0,1.5714285714285714
21.0,"[43, 16, 8]",13.0,1.5714285714285714
32.0,"[53, 29, 55]",20.0,1.5714285714285714
21.0,"[68, 18, 33]",13.0,1.5714285714285714
21.0,"[14, 43]",13.0,1.5714285714285714
32.0,"[18, 69, 33]",20.0,1.5714285714285714
32.0,"[34, 27, 69]",20.0,1.5714285714285714
21.0,"[53, 29, 13]",13.0,1.5714285714285714
21.0,"[68, 69, 8]",13.0,1.5714285714285714
32.0,"[14, 10, 33]",20.0,1.5714285714285714
21.0,"[6, 12, 70]",13.0,1.5714285714285714
32.0,"[28, 69, 25]",20.0,1.5714285714285714
32.0,"[12, 14, 42]",20.0,1.5714285714285714
21.0,"[16, 34, 4]",13.0,1.5714285714285714
21.0,"[26, 50, 55]",13.0,1.5714285714285714
21.0,"[13, 35, 4]",13.0,1.5714285714285714
21.0,"[9, 0, 20]",13.0,1.5714285714285714
21.0,"[70, 31, 4]",13.0,1.5714285714285714
21.0,"[4, 56, 25]",13.0,1.5714285714285714
43.0,"[27, 17, 25]",27.0,1.5714285714285714
21.0,"[69, 14, 43]",13.0,1.5714285714285714
21.0,"[28, 53, 29]",13.0,1.5714285714285714
32.0,"[43, 17, 48]",20.0,1.5714285714285714
21.0,"[43, 8, 32]",13.0,1.5714285714285714
21.0,"[8, 34, 4]",13.0,1.5714285714285714
21.0,"[68, 70, 35]",13.0,1.5714285714285714
21.0,"[9, 17, 4]",13.0,1.5714285714285714
21.0,"[29, 48, 4]",13.0,1.5714285714285714
21.0,"[26, 50, 54]",13.0,1.5714285714285714
21.0,"[17, 28, 42]",13.0,1.5714285714285714
21.0,"[10, 56, 13]",13.0,1.5714285714285714
21.0,"[6, 35, 59]",13.0,1.5714285714285714
21.0,"[12, 27, 11]",13.0,1.5714285714285714
21.0,"[25, 10, 56]",13.0,1.5714285714285714
21.0,"[9, 4, 70]",13.0,1.5714285714285714
21.0,"[18, 7, 37]",13.0,1.5714285714285714
21.0,"[68, 70, 58]",13.0,1.5714285714285714
21.0,"[34, 26, 18]",13.0,1.5714285714285714
43.0,"[32, 6, 48]",27.0,1.5714285714285714
21.0,"[28, 53, 48]",13.0,1.5714285714285714
21.0,"[68, 6, 25]",13.0,1.5714285714285714
21.0,"[7, 28, 6]",13.0,1.5714285714285714
43.0,"[33, 54, 29]",27.0,1.5714285714285714
21.0,"[7, 58, 48]",13.0,1.5714285714285714
21.0,"[25, 0, 34]",13.0,1.5714285714285714
43.0,"[32, 69, 69]",27.0,1.5714285714285714
43.0,"[28, 54, 29]",27.0,1.5714285714285714
21.0,"[53, 29, 3]",13.0,1.5714285714285714
21.0,"[8, 32, 25]",13.0,1.5714285714285714
21.0,"[13, 70, 31]",13.0,1.5714285714285714
21.0,"[68, 6, 0]",13.0,1.5714285714285714
43.0,"[51, 69, 27]",27.0,1.5714285714285714
21.0,"[8, 32, 18]",13.0,1.5714285714285714
32.0,"[14, 69, 13]",20.0,1.5714285714285714
21.0,"[7, 58, 54]",13.0,1.5714285714285714
21.0,"[12, 70, 1]",13.0,1.5714285714285714
32.0,"[10, 56, 49]",20.0,1.5714285714285714
21.0,"[14, 54, 56]",13.0,1.5714285714285714
21.0,"[7, 28, 28]",13.0,1.5714285714285714
32.0,"[53, 29, 20]",20.0,1.5714285714285714
21.0,"[53, 7, 4]",13.0,1.5714285714285714
32.0,"[29, 35, 34]",20.0,1.5714285714285714
32.0,"[0, 17, 33]",20.0,1.5714285714285714
32.0,"[43, 25, 48]",20.0,1.5714285714285714
21.0,"[13, 14, 58]",13.0,1.5714285714285714
21.0,"[27, 6, 59]",13.0,1.5714285714285714
21.0,"[14, 32, 12]",13.0,1.5714285714285714
32.0,"[42, 35, 49]",20.0,1.5714285714285714
21.0,"[16, 32, 26]",13.0,1.5714285714285714
21.0,"[17, 29, 8]",13.0,1.5714285714285714
21.0,"[53, 56, 50]",13.0,1.5714285714285714
32.0,"[32, 70, 58]",20.0,1.5714285714285714
21.0,"[32, 35, 50]",13.0,1.5714285714285714
21.0,"[0, 26, 54]",13.0,1.5714285714285714
21.0,"[32, 26, 25]",13.0,1.5714285714285714
32.0,"[14, 18, 25]",20.0,1.5714285714285714
21.0,"[51, 31, 56]",13.0,1.5714285714285714
21.0,"[60, 50, 17]",13.0,1.5714285714285714
21.0,"[4, 35, 25]",13.0,1.5714285714285714
21.0,"[42, 35, 4]",13.0,1.5714285714285714
21.0,"[51, 69, 9]",13.0,1.5714285714285714
32.0,"[43, 27, 0]",20.0,1.5714285714285714
43.0,"[69, 0, 35]",27.0,1.5714285714285714
21.0,"[13, 25, 3]",13.0,1.5714285714285714
21.0,"[43, 16, 32]",13.0,1.5714285714285714
21.0,"[48, 69, 4]",13.0,1.5714285714285714
21.0,"[17, 26, 6]",13.0,1.5714285714285714
32.0,"[53, 17, 37]",20.0,1.5714285714285714
21.0,"[16, 37, 26]",13.0,1.5714285714285714
32.0,"[12, 33, 34]",20.0,1.5714285714285714
21.0,"[16, 69, 50]",13.0,1.5714285714285714
21.0,"[53, 18, 31]",13.0,1.5714285714285714
21.0,"[20, 60, 50]",13.0,1.5714285714285714
21.0,"[6, 6, 6]",13.0,1.5714285714285714
21.0,"[68, 29, 33]",13.0,1.5714285714285714
21.0,"[29, 37, 49]",13.0,1.5714285714285714
21.0,"[34, 51, 25]",13.0,1.5714285714285714
21.0,"[51, 53, 16]",13.0,1.5714285714285714
32.0,"[8, 58, 69]",20.0,1.5714285714285714
21.0,"[54, 17, 20]",13.0,1.5714285714285714
43.0,"[34, 29, 70]",27.0,1.5714285714285714
21.0,"[43, 56, 20]",13.0,1.5714285714285714
21.0,"[58, 58, 69]",13.0,1.5714285714285714
21.0,"[68, 27, 28]",13.0,1.5714285714285714
21.0,"[20, 34, 54]",13.0,1.5714285714285714
32.0,"[13, 35, 49]",20.0,1.5714285714285714
21.0,"[14, 1]",13.0,1.5714285714285714
21.0,"[26, 48, 0]",13.0,1.5714285714285714
21.0,"[51, 58, 50]",13.0,1.5714285714285714
21.0,"[33, 50, 49]",13.0,1.5714285714285714
21.0,"[68, 69, 18]",13.0,1.5714285714285714
43.0,"[8, 29, 0]",27.0,1.5714285714285714
21.0,"[49, 69, 29]",13.0,1.5714285714285714
21.0,"[7, 48, 48]",13.0,1.5714285714285714
32.0,"[32, 25, 6]",20.0,1.5714285714285714
21.0,"[28, 34, 6]",13.0,1.5714285714285714
32.0,"[69, 17, 7]",20.0,1.5714285714285714
43.0,"[32, 33, 70]",27.0,1.5714285714285714
21.0,"[34, 17, 12]",13.0,1.5714285714285714
32.0,"[12, 27, 37]",20.0,1.5714285714285714
32.0,"[32, 4, 48]",20.0,1.5714285714285714
21.0,"[10, 70, 18]",13.0,1.5714285714285714
32.0,"[56, 27]",20.0,1.5714285714285714
43.0,"[12, 17, 25]",27.0,1.5714285714285714
21.0,"[12, 31, 10]",13.0,1.5714285714285714
21.0,"[29, 60, 17]",13.0,1.5714285714285714
32.0,"[42, 4, 48]",20.0,1.5714285714285714
21.0,"[58, 70, 42]",13.0,1.5714285714285714
32.0,"[58, 28, 29]",20.0,1.5714285714285714
21.0,"[6, 27, 55]",13.0,1.5714285714285714
32.0,"[14, 25, 6]",20.0,1.5714285714285714
21.0,"[53, 48, 53]",13.0,1.5714285714285714
32.0,"[14, 53, 48]",20.0,1.5714285714285714
21.0,"[48, 70, 35]",13.0,1.5714285714285714
32.0,"[10, 69, 6]",20.0,1.5714285714285714
21.0,"[8, 35, 26]",13.0,1.5714285714285714
21.0,"[14, 20, 18]",13.0,1.5714285714285714
21.0,"[25, 10, 17]",13.0,1.5714285714285714
21.0,"[68, 29, 56]",13.0,1.5714285714285714
21.0,"[48, 48, 26]",13.0,1.5714285714285714
32.0,"[42, 53, 26]",20.0,1.5714285714285714
21.0,"[13, 31, 6]",13.0,1.5714285714285714
21.0,"[17, 27, 20]",13.0,1.5714285714285714
21.0,"[51, 56, 32]",13.0,1.5714285714285714
32.0,"[14, 10, 54]",20.0,1.5714285714285714
32.0,"[13, 16, 48]",20.0,1.5714285714285714
21.0,"[54, 10, 0]",13.0,1.5714285714285714
21.0,"[29, 35, 35]",13.0,1.5714285714285714
21.0,"[10, 25, 32]",13.0,1.5714285714285714
21.0,"[34, 13, 69]",13.0,1.5714285714285714
32.0,"[51, 58, 34]",20.0,1.5714285714285714
46.0,"[69, 34, 17]",29.0,1.5666666666666667
46.0,"[34, 25, 48]",29.0,1.5666666666666667
46.0,"[8, 17, 0]",29.0,1.5666666666666667
46.0,"[12, 32, 6]",29.0,1.5666666666666667
46.0,"[28, 17]",29.0,1.5666666666666667
46.0,"[69, 28, 17]",29.0,1.5666666666666667
46.0,"[70, 8, 70]",29.0,1.5666666666666667
46.0,"[70, 69, 54]",29.0,1.5666666666666667
46.0,"[70, 34, 17]",29.0,1.5666666666666667
46.0,"[70, 27, 17]",29.0,1.5666666666666667
46.0,"[32, 29, 48]",29.0,1.5666666666666667
46.0,"[69, 51, 13]",29.0,1.5666666666666667
46.0,"[8, 48, 70]",29.0,1.5666666666666667
46.0,"[12, 29, 6]",29.0,1.5666666666666667
46.0,"[51, 13]",29.0,1.5666666666666667
46.0,"[70, 28, 17]",29.0,1.5666666666666667
46.0,"[33, 28, 48]",29.0,1.5666666666666667
46.0,"[12, 18, 27]",29.0,1.5666666666666667
46.0,"[51, 25, 48]",29.0,1.5666666666666667
46.0,"[12, 8, 6]",29.0,1.5666666666666667
46.0,"[34, 17]",29.0,1.5666666666666667
46.0,"[12, 69, 51]",29.0,1.5666666666666667
46.0,"[28, 70, 17]",29.0,1.5666666666666667
46.0,"[32, 18, 27]",29.0,1.5666666666666667
35.0,"[34, 29, 6]",22.0,1.565217391304348
35.0,"[8, 0, 58]",22.0,1.565217391304348
35.0,"[69, 43, 48]",22.0,1.565217391304348
35.0,"[29, 56, 33]",22.0,1.565217391304348
35.0,"[27, 17, 4]",22.0,1.565217391304348
35.0,"[69, 29, 37]",22.0,1.565217391304348
35.0,"[6, 28, 54]",22.0,1.565217391304348
35.0,"[13, 13, 48]",22.0,1.565217391304348
35.0,"[54, 20]",22.0,1.565217391304348
35.0,"[42, 28, 49]",22.0,1.565217391304348
35.0,"[35, 33, 25]",22.0,1.565217391304348
35.0,"[13, 51, 54]",22.0,1.565217391304348
35.0,"[17, 6, 4]",22.0,1.565217391304348
35.0,"[8, 17, 4]",22.0,1.565217391304348
35.0,"[13, 29, 49]",22.0,1.565217391304348
35.0,"[42, 29, 49]",22.0,1.565217391304348
35.0,"[0, 20, 70]",22.0,1.565217391304348
35.0,"[43, 70, 17]",22.0,1.565217391304348
35.0,"[29, 10, 69]",22.0,1.565217391304348
35.0,"[29, 37]",22.0,1.565217391304348
35.0,"[42, 54, 20]",22.0,1.565217391304348
35.0,"[17, 34, 54]",22.0,1.565217391304348
35.0,"[29, 6, 4]",22.0,1.565217391304348
35.0,"[53, 29, 49]",22.0,1.565217391304348
35.0,"[18, 17, 58]",22.0,1.565217391304348
35.0,"[27, 0, 4]",22.0,1.565217391304348
35.0,"[14, 28, 17]",22.0,1.565217391304348
35.0,"[53, 20, 54]",22.0,1.565217391304348
35.0,"[12, 6, 4]",22.0,1.565217391304348
35.0,"[34, 18, 29]",22.0,1.565217391304348
35.0,"[29, 70, 37]",22.0,1.565217391304348
35.0,"[53, 20, 0]",22.0,1.565217391304348
35.0,"[43, 48]",22.0,1.565217391304348
35.0,"[69, 54, 20]",22.0,1.565217391304348
35.0,"[51, 29, 37]",22.0,1.565217391304348
35.0,"[20, 48, 29]",22.0,1.565217391304348
35.0,"[29, 28, 29]",22.0,1.565217391304348
35.0,"[35, 58, 54]",22.0,1.565217391304348
35.0,"[8, 17, 58]",22.0,1.565217391304348
35.0,"[12, 54, 20]",22.0,1.565217391304348
35.0,"[27, 58, 48]",22.0,1.565217391304348
35.0,"[53, 35, 69]",22.0,1.565217391304348
35.0,"[8, 35, 54]",22.0,1.565217391304348
35.0,"[42, 34, 18]",22.0,1.565217391304348
35.0,"[34, 69, 25]",22.0,1.565217391304348
35.0,"[20, 0, 70]",22.0,1.565217391304348
35.0,"[14, 0, 25]",22.0,1.565217391304348
35.0,"[42, 18, 49]",22.0,1.565217391304348
35.0,"[8, 27, 27]",22.0,1.565217391304348
35.0,"[12, 34, 49]",22.0,1.565217391304348
35.0,"[70, 8, 4]",22.0,1.565217391304348
24.0,"[12, 16, 4]",15.0,1.5625
24.0,"[33, 58, 29]",15.0,1.5625
24.0,"[43, 32, 20]",15.0,1.5625
24.0,"[27, 58, 35]",15.0,1.5625
24.0,"[42, 49, 27]",15.0,1.5625
24.0,"[42, 0, 1]",15.0,1.5625
24.0,"[68, 0, 48]",15.0,1.5625
24.0,"[54, 48, 49]",15.0,1.5625
24.0,"[18, 25, 20]",15.0,1.5625
24.0,"[68, 69, 6]",15.0,1.5625
24.0,"[53, 56, 26]",15.0,1.5625
24.0,"[18, 70, 8]",15.0,1.5625
24.0,"[27, 54, 25]",15.0,1.5625
24.0,"[54, 53]",15.0,1.5625
24.0,"[28, 60, 69]",15.0,1.5625
24.0,"[33, 26, 54]",15.0,1.5625
24.0,"[51, 4, 4]",15.0,1.5625
24.0,"[20, 27, 33]",15.0,1.5625
24.0,"[43, 8, 20]",15.0,1.5625
24.0,"[10, 35, 27]",15.0,1.5625
24.0,"[16, 17, 4]",15.0,1.5625
24.0,"[53, 17, 32]",15.0,1.5625
24.0,"[12, 16, 58]",15.0,1.5625
24.0,"[57, 70, 25]",15.0,1.5625
24.0,"[17, 25, 20]",15.0,1.5625
24.0,"[53, 10, 26]",15.0,1.5625
24.0,"[0, 17, 10]",15.0,1.5625
24.0,"[12, 58, 35]",15.0,1.5625
24.0,"[16, 18, 20]",15.0,1.5625
24.0,"[42, 6, 50]",15.0,1.5625
24.0,"[37, 26, 27]",15.0,1.5625
24.0,"[68, 33, 29]",15.0,1.5625
24.0,"[16, 18, 4]",15.0,1.5625
24.0,"[70, 27, 13]",15.0,1.5625
24.0,"[26, 4, 70]",15.0,1.5625
24.0,"[69, 0, 1]",15.0,1.5625
24.0,"[14, 13, 58]",15.0,1.5625
24.0,"[28, 56, 69]",15.0,1.5625
24.0,"[69, 50, 55]",15.0,1.5625
24.0,"[6, 70, 50]",15.0,1.5625
24.0,"[18, 18, 70]",15.0,1.5625
24.0,"[69, 6, 50]",15.0,1.5625
24.0,"[56, 17, 27]",15.0,1.5625
24.0,"[0, 10, 42]",15.0,1.5625
24.0,"[68, 18, 6]",15.0,1.5625
24.0,"[42, 4, 20]",15.0,1.5625
24.0,"[8, 48, 20]",15.0,1.5625
24.0,"[32, 4, 20]",15.0,1.5625
24.0,"[6, 7, 37]",15.0,1.5625
24.0,"[69, 51, 1]",15.0,1.5625
24.0,"[54, 29, 33]",15.0,1.5625
24.0,"[51, 27, 53]",15.0,1.5625
24.0,"[33, 32, 33]",15.0,1.5625
24.0,"[20, 50, 69]",15.0,1.5625
24.0,"[58, 35, 70]",15.0,1.5625
24.0,"[25, 35, 48]",15.0,1.5625
24.0,"[27, 10, 4]",15.0,1.5625
24.0,"[54, 18, 8]",15.0,1.5625
24.0,"[68, 32, 27]",15.0,1.5625
24.0,"[68, 8, 0]",15.0,1.5625
24.0,"[34, 20, 42]",15.0,1.5625
24.0,"[68, 18, 17]",15.0,1.5625
24.0,"[68, 18, 0]",15.0,1.5625
24.0,"[6, 50]",15.0,1.5625
24.0,"[53, 7, 17]",15.0,1.5625
24.0,"[16, 53, 35]",15.0,1.5625
24.0,"[13, 27, 42]",15.0,1.5625
24.0,"[0, 7, 37]",15.0,1.5625
24.0,"[14, 7, 70]",15.0,1.5625
24.0,"[53, 32, 12]",15.0,1.5625
24.0,"[56, 29, 28]",15.0,1.5625
24.0,"[42, 7, 37]",15.0,1.5625
24.0,"[25, 34, 25]",15.0,1.5625
24.0,"[0, 54, 28]",15.0,1.5625
24.0,"[53, 7, 25]",15.0,1.5625
24.0,"[0, 54, 20]",15.0,1.5625
24.0,"[68, 17, 48]",15.0,1.5625
24.0,"[28, 51]",15.0,1.5625
24.0,"[51, 43, 29]",15.0,1.5625
24.0,"[13, 17, 50]",15.0,1.5625
24.0,"[18, 8, 53]",15.0,1.5625
24.0,"[53, 50, 69]",15.0,1.5625
24.0,"[25, 27, 25]",15.0,1.5625
24.0,"[33, 60, 69]",15.0,1.5625
24.0,"[43, 10, 0]",15.0,1.5625
24.0,"[32, 4, 4]",15.0,1.5625
24.0,"[13, 7, 33]",15.0,1.5625
24.0,"[13, 49, 27]",15.0,1.5625
24.0,"[43, 42, 0]",15.0,1.5625
24.0,"[18, 27, 12]",15.0,1.5625
24.0,"[0, 56, 26]",15.0,1.5625
24.0,"[0, 7, 58]",15.0,1.5625
24.0,"[53, 14, 17]",15.0,1.5625
24.0,"[25, 70, 35]",15.0,1.5625
24.0,"[9, 69]",15.0,1.5625
24.0,"[6, 17, 33]",15.0,1.5625
24.0,"[33, 20, 35]",15.0,1.5625
24.0,"[9, 69, 70]",15.0,1.5625
24.0,"[6, 12]",15.0,1.5625
24.0,"[43, 42, 17]",15.0,1.5625
24.0,"[12, 12, 26]",15.0,1.5625
24.0,"[7, 70, 37]",15.0,1.5625
24.0,[1],15.0,1.5625
24.0,"[33, 20, 42]",15.0,1.5625
24.0,"[70, 14, 54]",15.0,1.5625
24.0,"[27, 4, 20]",15.0,1.5625
24.0,"[49, 69, 70]",15.0,1.5625
24.0,"[69, 54, 53]",15.0,1.5625
49.0,"[70, 69, 70]",31.0,1.5625
24.0,"[51, 6, 50]",15.0,1.5625
24.0,"[48, 29, 25]",15.0,1.5625
24.0,"[9, 25, 48]",15.0,1.5625
24.0,"[20, 8, 25]",15.0,1.5625
24.0,"[20, 69, 42]",15.0,1.5625
24.0,"[54, 37, 60]",15.0,1.5625
24.0,"[68, 70, 69]",15.0,1.5625
24.0,"[33, 56, 69]",15.0,1.5625
24.0,"[32, 28, 42]",15.0,1.5625
24.0,"[51, 1]",15.0,1.5625
24.0,"[68, 29, 48]",15.0,1.5625
24.0,"[14, 10, 37]",15.0,1.5625
24.0,"[6, 69, 12]",15.0,1.5625
24.0,"[13, 42, 14]",15.0,1.5625
24.0,"[69, 9, 69]",15.0,1.5625
24.0,"[70, 3, 10]",15.0,1.5625
24.0,"[70, 53, 37]",15.0,1.5625
24.0,"[34, 58, 54]",15.0,1.5625
24.0,"[14, 34, 42]",15.0,1.5625
49.0,"[12, 27, 17]",31.0,1.5625
24.0,"[51, 9, 54]",15.0,1.5625
24.0,"[53, 3, 10]",15.0,1.5625
24.0,"[51, 0, 1]",15.0,1.5625
24.0,"[48, 0, 27]",15.0,1.5625
24.0,"[29, 28, 27]",15.0,1.5625
24.0,"[54, 0, 56]",15.0,1.5625
24.0,"[32, 26, 50]",15.0,1.5625
24.0,"[25, 6, 25]",15.0,1.5625
24.0,"[25, 29, 25]",15.0,1.5625
24.0,"[51, 50, 55]",15.0,1.5625
24.0,"[34, 32, 37]",15.0,1.5625
24.0,"[70, 9, 27]",15.0,1.5625
24.0,"[20, 34, 25]",15.0,1.5625
24.0,"[34, 60, 69]",15.0,1.5625
24.0,"[54, 33, 25]",15.0,1.5625
24.0,"[28, 32, 33]",15.0,1.5625
24.0,"[69, 7, 37]",15.0,1.5625
24.0,"[33, 48, 50]",15.0,1.5625
